Order ID,Order Date,Customer Name,City,State,Area,Product Category,Sub-Category,Product Name,Quantity,Price Each,Discount,Revenue,Profit Margin,Profit,Total Revenue
ORD-104667,16-02-2024,Michael Smith MD,West Thomasfort,MT,Central,Technology,Accessories,Wireless Mouse,9,66.81,0.05,571.23,0.29,165.66,12013632.76
ORD-104668,31-12-2023,Paul Harrington,West William,OK,South,Furniture,Tables,Dining Table,5,536.26,0.1,2413.17,0.19,458.5,12016045.93
ORD-104669,24-02-2024,Melissa Brown,Brownmouth,VA,West,Office Supplies,Storage,Storage Box,7,45.3,0.1,285.39,0.17,48.52,12016331.32
ORD-104670,21-06-2024,Michael Garcia,West Kristen,IN,West,Office Supplies,Paper,Copy Paper Pack,5,8.55,0,42.75,0.11,4.7,12016374.07
ORD-104671,01-06-2024,Benjamin Cohen,Jonathanbury,GA,East,Furniture,Chairs,Office Chair,7,201.33,0.05,1338.84,0.21,281.16,12017712.91
ORD-104672,27-02-2023,Michelle Smith,Georgestad,NM,East,Office Supplies,Binders,Ring Binder,10,5.4,0.15,45.9,0.13,,12017758.81
ORD-104673,20-03-2023,Rodney Petersen,Mcclainhaven,WA,West,Technology,Laptops,Laptop,7,1674.78,0,11723.46,0.22,2579.16,12029482.27
ORD-104674,11-08-2024,Autumn Daniel,Rollinsfurt,TX,East,Furniture,Chairs,Office Chair,4,193.3,0,773.2,0.24,185.57,12030255.47
ORD-104675,02-11-2023,Sarah Hurley,New Michaelton,KS,South,Office Supplies,Paper,Copy Paper Pack,4,4.48,0,17.92,0.17,3.05,12030273.39
ORD-104676,28-08-2024,Natalie Williams,Reidville,OR,East,Furniture,Bookcases,Wooden Bookcase,7,574.8,0,4023.6,0.17,684.01,12034296.99
ORD-104677,04-11-2023,Vanessa Frederick,Mcknightfort,NE,East,Technology,Laptops,Laptop,7,1105.76,,7740.32,0.29,2244.69,12042037.31
ORD-104678,29-07-2024,James Lewis,Jacksonfort,MA,East,Office Supplies,Storage,Storage Box,2,32.42,0.05,61.6,0.13,8.01,12042098.91
ORD-104679,09-01-2023,Krystal Chang,Lewismouth,SD,South,Technology,Phones,Smartphone,10,946.12,,9461.2,0.2,1892.24,12051560.11
ORD-104680,20-02-2023,Jacob Lamb,,AK,East,Office Supplies,Paper,Copy Paper Pack,6,13.91,0.15,70.94,0.07,4.97,12051631.05
ORD-104681,26-06-2024,Ryan Franklin,Christytown,OH,Central,Technology,Phones,Smartphone,9,1037.1,0,9333.9,0.22,2053.46,12060964.95
ORD-104682,23-10-2024,Denise Wolfe,Thompsonport,KS,East,Technology,Phones,Smartphone,2,963.05,0.1,1733.49,0.24,416.04,12062698.44
ORD-104683,24-04-2023,Kathleen Soto,Bakerhaven,NH,East,Technology,Phones,Smartphone,9,1148.42,0.05,9818.99,0.25,2454.75,12072517.43
ORD-104684,02-11-2024,William Torres,South Crystalshire,NM,South,Technology,Accessories,Wireless Mouse,2,53.51,0,107.02,0.28,29.97,12072624.45
ORD-104685,27-04-2023,Derrick Peterson,Chelseaville,AR,South,Technology,Phones,Smartphone,6,1170.12,0.05,6669.68,0.28,,12079294.13
ORD-104686,30-07-2024,David Stanley,Calvinmouth,AZ,Central,Technology,Laptops,Laptop,8,1047.53,0,8380.24,0.27,2262.66,12087674.37
ORD-104687,26-12-2023,Bradley Thornton,Rogerview,OK,South,Technology,Laptops,Laptop,10,1843.89,,18438.9,0.27,4978.5,12106113.27
ORD-104688,22-04-2023,Karen Banks MD,North Linda,NH,East,Office Supplies,Storage,Storage Box,6,42.55,0.2,204.24,0.12,24.51,12106317.51
ORD-104689,04-06-2024,Erik Miller,North Shirley,IN,South,Furniture,Bookcases,Wooden Bookcase,6,684.98,0,4109.88,0.13,534.28,12110427.39
ORD-104690,05-06-2024,Michael Avery,West David,DE,East,Furniture,Bookcases,Wooden Bookcase,2,540.49,0.15,918.83,0.11,101.07,12111346.22
ORD-104691,08-08-2023,Denise Miller,West Craig,NC,Central,Office Supplies,Paper,Copy Paper Pack,5,10.59,0,52.95,0.1,5.3,12111399.17
ORD-104692,20-06-2023,Joseph Thornton,Ramirezchester,CO,Central,Office Supplies,Storage,Storage Box,3,28.05,0.15,71.53,0.19,13.59,12111470.7
ORD-104693,03-08-2024,Brandi Guerra,East Jamesshire,NV,Central,Furniture,Tables,Dining Table,3,647.1,0,1941.3,0.12,232.96,12113412
ORD-104694,17-08-2024,Rachel Ellis,East Paul,SD,East,Furniture,Bookcases,Wooden Bookcase,8,403.51,,3228.08,0.18,,12116640.08
ORD-104695,13-02-2023,Brandon Bennett,Haynesshire,TX,South,Technology,Phones,Smartphone,5,712.35,0.15,3027.49,0.23,696.32,12119667.57
ORD-104696,29-02-2024,Robert Cooke,Dunnfort,KS,West,Technology,Phones,Smartphone,6,515.83,0,3094.98,0.27,835.64,12122762.55
ORD-104697,18-03-2023,Danielle Brown,,OH,East,Office Supplies,Storage,Storage Box,6,49.57,0.1,267.68,0.07,18.74,12123030.23
ORD-104698,16-12-2024,Harold Day,,,South,Technology,Phones,Smartphone,9,596.61,0,5369.49,0.15,805.42,12128399.72
ORD-104699,26-08-2024,Spencer Gutierrez,Brianside,HI,Central,Office Supplies,Paper,Copy Paper Pack,7,3.74,0,26.18,0.1,2.62,12128425.9
ORD-104700,07-12-2023,Carlos Baldwin,Port Charles,WA,West,Office Supplies,Paper,Copy Paper Pack,7,14.28,0,99.96,0.05,5,12128525.86
ORD-104701,25-05-2023,David Thomas,West Scotthaven,NH,West,Technology,Laptops,Laptop,8,1492.77,0,11942.16,0.25,2985.54,12140468.02
ORD-104702,04-03-2023,Samantha Brown,Staceyview,PA,West,Office Supplies,Paper,Copy Paper Pack,9,8.91,0.05,76.18,0.15,11.43,12140544.2
ORD-104703,05-01-2023,Kristen Jarvis,Lake Cody,MS,South,Furniture,Tables,Dining Table,7,373.29,0.1,2351.73,0.18,423.31,12142895.93
ORD-104704,28-04-2023,Kelly Ward,East Marymouth,AL,West,Technology,Accessories,Wireless Mouse,9,37.5,0,337.5,0.17,57.38,12143233.43
ORD-104705,01-02-2024,Joanne Williams,South Kelly,VA,Central,Furniture,Tables,Dining Table,3,402.94,0.05,1148.38,0.15,172.26,12144381.81
ORD-104706,17-05-2024,Timothy Aguilar,Jeffreyhaven,AR,East,Furniture,Tables,Dining Table,7,709.44,0.2,3972.86,0.15,595.93,12148354.67
ORD-104707,28-09-2024,Juan Roberts,Grantmouth,AZ,South,Furniture,Tables,Dining Table,3,694.78,0.15,1771.69,0.17,301.19,12150126.36
ORD-104708,01-10-2023,Ross Hughes,Lake Jimmyborough,NJ,South,Office Supplies,Storage,Storage Box,1,42.45,0.05,40.33,0.06,2.42,12150166.69
ORD-104709,03-12-2023,Billy Stephens,Charlesstad,MA,South,Office Supplies,Paper,Copy Paper Pack,10,13.53,0,135.3,0.2,27.06,12150301.99
ORD-104710,31-05-2023,Holly Strickland,New Marcusmouth,VA,Central,Furniture,Tables,Dining Table,7,599.39,0,4195.73,0.22,923.06,12154497.72
ORD-104711,26-07-2024,Cynthia Russo,Port Stephaniefort,NE,South,Office Supplies,Paper,Copy Paper Pack,10,4.3,,40.85,0.19,7.76,12154538.57
ORD-104712,17-01-2024,Susan Barr,Andersonmouth,IN,Central,Office Supplies,Paper,Copy Paper Pack,7,5.43,0.05,36.11,0.09,3.25,12154574.68
ORD-104713,09-05-2023,Courtney Huang,East Kimberly,AL,West,Furniture,Chairs,Office Chair,5,125.61,0,628.05,0.1,62.8,12155202.73
ORD-104714,23-11-2024,Jorge Parks,,MD,Central,Technology,Accessories,Wireless Mouse,5,57.22,0,286.1,0.22,62.94,12155488.83
ORD-104715,15-01-2023,James Sanchez,Davidfort,,West,Office Supplies,Paper,Copy Paper Pack,6,7.06,0.05,40.24,0.17,,12155529.07
ORD-104716,27-02-2024,Mr. William Tucker,Cabrerashire,,East,Furniture,Bookcases,Wooden Bookcase,1,319.47,0.2,255.58,0.19,48.56,12155784.65
ORD-104717,07-06-2023,Curtis Potts,,MT,East,Technology,Laptops,Laptop,4,1704.62,0,6818.48,0.28,1909.17,12162603.13
ORD-104718,05-10-2023,Wayne Mora,Timothyburgh,AZ,East,Office Supplies,Binders,Ring Binder,6,9.52,0,57.12,0.14,8,12162660.25
ORD-104719,04-10-2023,Ryan Sanchez,Michaelshire,CT,West,Office Supplies,Paper,Copy Paper Pack,8,7.04,0,56.32,0.09,5.07,12162716.57
ORD-104720,01-06-2023,Alexandria Harrison,West Benjamin,AL,East,Furniture,Tables,Dining Table,9,533.5,0.2,3841.2,0.18,691.42,12166557.77
ORD-104721,23-10-2024,Catherine Cantu,Marvinmouth,NJ,South,Technology,Accessories,Wireless Mouse,6,18.83,0.05,107.33,0.21,22.54,12166665.1
ORD-104722,18-09-2024,Robert Mcguire,Port Eileenbury,VA,West,Furniture,Tables,Dining Table,8,874.51,0.1,6296.47,0.24,1511.15,12172961.57
ORD-104723,28-12-2024,Taylor Cantu,South Victoriafort,ID,East,Office Supplies,Binders,Ring Binder,5,15.1,0.15,64.18,0.16,10.27,12173025.75
ORD-104724,26-10-2024,Daniel Aguilar,East Davidshire,OK,Central,Furniture,Tables,Dining Table,7,741.8,0,5192.6,0.16,830.82,12178218.35
ORD-104725,17-01-2023,Carrie Jackson,East Laura,OH,East,Furniture,Chairs,Office Chair,5,270.99,0.05,1287.2,0.24,308.93,12179505.55
ORD-104726,28-11-2024,Meghan Johnson,Williamsview,MO,West,Furniture,Tables,Dining Table,5,873.5,0,4367.5,0.12,,12183873.05
ORD-104727,05-11-2023,Timothy Baker,Rodriguezburgh,ID,East,Office Supplies,Binders,Ring Binder,3,23.83,0,71.49,0.19,13.58,12183944.54
ORD-104728,18-07-2024,Holly Yu,Briannaton,MT,Central,Office Supplies,Storage,Storage Box,5,39.98,0.15,169.91,0.15,25.49,12184114.45
ORD-104729,26-07-2023,Kenneth Orozco,Yatesview,SC,East,Furniture,Tables,Dining Table,6,599.2,0.15,3055.92,0.14,427.83,12187170.37
ORD-104730,16-08-2024,Gina Mercado,Lake Robin,NJ,South,Technology,Phones,Smartphone,4,900.81,0,3603.24,0.24,864.78,12190773.61
ORD-104731,02-05-2023,Samantha Martinez,West Amanda,IA,South,Office Supplies,Storage,Storage Box,2,41.23,0.05,78.34,0.07,5.48,12190851.95
ORD-104732,04-03-2023,Carol Young,Lake Angela,TN,South,Office Supplies,Binders,Ring Binder,10,16.87,0,168.7,0.15,25.3,12191020.65
ORD-104733,14-10-2024,Isaiah Wood,Holmesshire,PA,South,Office Supplies,Paper,Copy Paper Pack,10,10.61,0.1,95.49,0.15,14.32,12191116.14
ORD-104734,24-12-2024,Alison Mason,Kaylamouth,MO,West,Office Supplies,Binders,Ring Binder,4,18.55,,74.2,0.17,12.61,12191190.34
ORD-104735,06-03-2024,Theresa Fernandez,Rogerschester,NM,Central,Technology,Phones,Smartphone,10,711,0.2,5688,0.26,1478.88,12196878.34
ORD-104736,18-08-2024,Joshua Palmer,Griffinport,MT,Central,Furniture,Tables,Dining Table,10,399.37,0.1,3594.33,0.24,862.64,12200472.67
ORD-104737,02-06-2023,Penny Allen,Hernandezhaven,PA,South,Technology,Laptops,Laptop,8,953.32,0,7626.56,0.27,2059.17,12208099.23
ORD-104738,23-05-2023,Chad Serrano,Port Tiffany,SC,West,Office Supplies,Paper,Copy Paper Pack,2,5.42,,9.76,0.06,0.59,12208108.99
ORD-104739,23-11-2024,Deborah Taylor,North Ashleymouth,WI,West,Technology,Accessories,Wireless Mouse,6,66.45,0.1,358.83,0.25,89.71,12208467.82
ORD-104740,18-03-2023,Cynthia Blackwell,Adamburgh,NC,East,Furniture,Bookcases,Wooden Bookcase,2,530.43,0.05,1007.82,0.23,231.8,12209475.64
ORD-104741,14-04-2023,Frank Jensen,South Ryanport,GA,Central,Furniture,Tables,Dining Table,9,646.24,0,5816.16,0.16,930.59,12215291.8
ORD-104742,29-09-2024,Stephanie Whitney,New Erinfurt,NH,West,Technology,Laptops,Laptop,6,1207.41,0.1,6520.01,0.18,1173.6,12221811.81
ORD-104743,23-10-2023,Cindy Cantu,Paceborough,ND,South,Office Supplies,Storage,Storage Box,6,35.75,0,214.5,0.07,15.02,12222026.31
ORD-104744,20-06-2024,Michael Hawkins,Bernardhaven,WA,East,Furniture,Bookcases,Wooden Bookcase,10,640.23,0,6402.3,0.12,768.28,12228428.61
ORD-104745,22-11-2024,Anna Martinez,Thompsonmouth,VT,East,Furniture,Tables,Dining Table,4,508.74,0.2,1627.97,0.25,406.99,12230056.58
ORD-104746,14-09-2023,Melissa Lewis,North Debra,SC,Central,Furniture,Chairs,Office Chair,7,195.6,,1369.2,0.18,246.46,12231425.78
ORD-104747,29-10-2023,Miss Mary Montoya DDS,Whiteborough,HI,Central,Technology,Phones,Smartphone,1,593.32,0,593.32,0.24,142.4,12232019.1
ORD-104748,01-01-2024,Thomas Gonzalez,Port Johnmouth,AL,East,Technology,Laptops,Laptop,7,1137.71,0.05,7565.77,0.23,1740.13,12239584.87
ORD-104749,27-09-2023,David Lutz,Cynthiahaven,PA,Central,Technology,Phones,Smartphone,9,947.52,0,8527.68,0.24,2046.64,12248112.55
ORD-104750,08-02-2023,Jamie Schroeder,New Timville,ID,South,Technology,Accessories,Wireless Mouse,2,47.73,0,95.46,0.22,,12248208.01
ORD-104751,26-12-2023,Danielle Baldwin,Port Sierrafort,MI,South,Furniture,Tables,Dining Table,5,872.74,0,4363.7,0.12,523.64,12252571.71
ORD-104752,19-08-2024,Richard Strickland,New Christie,CA,South,Furniture,Chairs,Office Chair,6,257.96,,1547.76,0.22,340.51,12254119.47
ORD-104753,06-09-2023,Angel Williamson,Patrickhaven,AK,West,Office Supplies,Storage,Storage Box,7,11.2,0,78.4,0.13,10.19,12254197.87
ORD-104754,09-02-2024,Jennifer Hill,Orrshire,HI,Central,Technology,Phones,Smartphone,5,1171.09,0.05,5562.68,0.15,834.4,12259760.55
ORD-104755,12-06-2023,Robin Hodge,East Tylerhaven,ME,West,Office Supplies,Storage,Storage Box,7,14.08,0.1,88.7,0.15,13.3,12259849.25
ORD-104756,14-08-2024,Brenda Norman,North Theresa,CA,West,Office Supplies,Paper,Copy Paper Pack,7,11.05,0,77.35,0.07,5.41,12259926.6
ORD-104757,21-10-2024,Rebecca Williams DDS,Armstrongburgh,GA,East,Furniture,Tables,Dining Table,10,805.45,0,8054.5,0.24,1933.08,12267981.1
ORD-104758,18-04-2023,Jose Burgess,Lake Angela,VA,South,Office Supplies,Storage,Storage Box,9,10.88,0.05,93.02,0.13,12.09,12268074.12
ORD-104759,02-02-2024,Jodi Miller,Reginaldside,WV,West,Office Supplies,Paper,Copy Paper Pack,3,9.39,0,28.17,0.08,,12268102.29
ORD-104760,02-02-2024,Karen Henson,Amandaport,SD,South,Technology,Laptops,Laptop,10,1242.18,0.05,11800.71,0.27,3186.19,12279903
ORD-104761,06-06-2024,Brandi Chandler,West Johnathan,ME,Central,Technology,Phones,Smartphone,4,990.47,0.05,3763.79,0.29,1091.5,12283666.79
ORD-104762,06-10-2024,Holly Bullock,North Alexis,NC,West,Technology,Accessories,Wireless Mouse,4,26.04,0,104.16,0.29,30.21,12283770.95
ORD-104763,25-02-2023,Carrie Ferguson,North Jeremybury,HI,Central,Office Supplies,Paper,Copy Paper Pack,3,5.85,0.05,16.67,0.13,2.17,12283787.62
ORD-104764,12-06-2024,Joseph Woodward,Port Thomasborough,AL,Central,Technology,Laptops,Laptop,2,2020.32,0.1,3636.58,0.25,909.14,12287424.2
ORD-104765,14-11-2024,Samuel Burch,Port Williamchester,MO,West,Office Supplies,Paper,Copy Paper Pack,1,6.71,0,6.71,0.12,0.81,12287430.91
ORD-104766,08-12-2024,Reginald Hill,Sheltonbury,CO,South,Furniture,Tables,Dining Table,10,688.75,0,6887.5,0.19,1308.62,12294318.41
ORD-104767,22-11-2024,Victor Hutchinson,Port Benjamin,IN,East,Office Supplies,Binders,Ring Binder,3,23.76,0,71.28,0.06,4.28,12294389.69
ORD-104768,14-07-2024,Amy Mosley,Lake Kellyshire,UT,Central,Furniture,Tables,Dining Table,8,847.31,0,6778.48,0.17,1152.34,12301168.17
ORD-104769,29-12-2023,Laura Shelton,Michaelton,KS,South,Furniture,Bookcases,Wooden Bookcase,8,616.07,,4189.28,0.16,670.28,12305357.45
ORD-104770,30-09-2024,Nancy Sandoval,Phillipsberg,MS,South,Technology,Phones,Smartphone,1,804.37,0.05,764.15,0.15,114.62,12306121.6
ORD-104771,03-09-2024,Gina Smith,Bryanborough,WY,West,Technology,Phones,Smartphone,1,1018.01,0.05,967.11,0.16,154.74,12307088.71
ORD-104772,29-10-2023,James Rodriguez,Scottport,MN,Central,Technology,Accessories,Wireless Mouse,3,73.69,0.1,198.96,0.2,39.79,12307287.67
ORD-104773,07-03-2024,Jennifer Harris,East Davidview,WA,Central,Furniture,Bookcases,Wooden Bookcase,3,343.66,0.1,927.88,0.12,111.35,12308215.55
ORD-104774,04-03-2024,Alicia Fletcher,,ND,Central,Technology,Accessories,Wireless Mouse,5,27.89,0,139.45,0.21,29.28,12308355
ORD-104775,03-11-2023,Alexander Duncan,Port Gabrielburgh,CT,West,Office Supplies,Paper,Copy Paper Pack,7,12.91,0.1,81.33,0.06,4.88,12308436.33
ORD-104776,18-07-2024,Cassandra Guzman,Jefferyland,TX,East,Office Supplies,Paper,Copy Paper Pack,2,7.97,0,15.94,0.07,,12308452.27
ORD-104777,10-06-2024,Lisa Wilkinson,Cherylview,UT,South,Technology,Accessories,Wireless Mouse,2,30.94,0.05,58.79,0.29,17.05,12308511.06
ORD-104778,24-09-2024,Kimberly Jennings,Joneshaven,IL,Central,Furniture,Tables,Dining Table,2,494.55,0.1,890.19,0.19,169.14,12309401.25
ORD-104779,13-07-2023,Carmen Webster,Lake Shawnbury,SC,West,Technology,Laptops,Laptop,7,1214.04,,8498.28,0.19,1614.67,12317899.53
ORD-104780,25-07-2023,Shannon Wood,Lopezfort,MO,Central,Office Supplies,Binders,Ring Binder,2,24.45,0.1,44.01,0.12,5.28,12317943.54
ORD-104781,20-05-2024,Dale Meadows,North Kenneth,NV,South,Office Supplies,Binders,Ring Binder,3,23.02,0.1,62.15,0.15,9.32,12318005.69
ORD-104782,24-10-2023,Allen Davis,Smithfurt,AR,West,Furniture,Chairs,Office Chair,9,153.14,0,1378.26,0.12,165.39,12319383.95
ORD-104783,29-08-2023,Kyle Ruiz,Lake Charles,CA,East,Office Supplies,Binders,Ring Binder,10,7.06,,70.6,0.11,7.77,12319454.55
ORD-104784,14-07-2024,Mr. Christopher Davis,North Kevin,VT,South,Office Supplies,Binders,Ring Binder,2,21.19,,42.38,0.05,2.12,12319496.93
ORD-104785,02-06-2023,Joel Ortiz,Sherichester,NJ,Central,Technology,Accessories,Wireless Mouse,3,50.42,0,151.26,0.2,30.25,12319648.19
ORD-104786,15-02-2023,Dylan Martin,Smithside,KS,East,Technology,Laptops,Laptop,10,1745.07,0,17450.7,0.23,4013.66,12337098.89
ORD-104787,21-02-2024,Joanne Meyer,South Erikside,NC,South,Office Supplies,Storage,Storage Box,9,40.32,0,362.88,0.12,43.55,12337461.77
ORD-104788,16-10-2023,James Rodriguez,Cannonstad,CA,Central,Furniture,Chairs,Office Chair,10,153.41,0.1,1380.69,0.18,248.52,12338842.46
ORD-104789,30-01-2024,John Sims,Dawnborough,RI,East,Technology,Phones,Smartphone,7,793.92,0,5557.44,0.15,833.62,12344399.9
ORD-104790,13-01-2023,Kelli Jordan,Jamesberg,SC,West,Office Supplies,Storage,Storage Box,5,11.22,0.1,50.49,0.11,5.55,12344450.39
ORD-104791,04-11-2023,Jerry Patel,Moniqueland,DE,West,Technology,Laptops,Laptop,4,2153.62,0.05,8183.76,0.27,2209.62,12352634.15
ORD-104792,15-09-2023,Gregory Dickerson,Baileyberg,VT,Central,Technology,Laptops,Laptop,7,1287.77,0.05,8563.67,0.23,1969.64,12361197.82
ORD-104793,09-01-2024,Laura Brown,Theresaton,MO,West,Technology,Accessories,Wireless Mouse,1,47.75,0,47.75,0.17,8.12,12361245.57
ORD-104794,11-11-2023,Brandon Gomez,Weststad,,Central,Furniture,Bookcases,Wooden Bookcase,3,478.55,0.05,1363.87,0.17,231.86,12362609.44
ORD-104795,27-05-2023,Michael Rose,Brennanberg,WA,West,Office Supplies,Storage,Storage Box,5,39.26,0,196.3,0.12,23.56,12362805.74
ORD-104796,18-10-2024,Christina Sanchez,Millertown,HI,East,Technology,Phones,Smartphone,2,827.23,0,1654.46,0.22,363.98,12364460.2
ORD-104797,06-10-2023,Jessica Allen,Port Morganberg,AR,Central,Office Supplies,Paper,Copy Paper Pack,5,13.21,0.05,62.75,0.06,3.76,12364522.95
ORD-104798,09-09-2023,Michael Conner,East Benjaminshire,FL,East,Office Supplies,Storage,Storage Box,7,20.62,0,144.34,0.19,27.42,12364667.29
ORD-104799,07-09-2023,Joshua Thomas,South Robert,AK,Central,Office Supplies,Binders,Ring Binder,6,8.39,0,50.34,0.17,8.56,12364717.63
ORD-104800,25-08-2024,Peter Kelly,East Shannonfurt,KS,East,Office Supplies,Paper,Copy Paper Pack,5,13.46,0,67.3,0.14,9.42,12364784.93
ORD-104801,23-01-2023,Nancy Thompson,Christopherland,,East,Technology,Accessories,Wireless Mouse,10,58.94,0.05,559.93,0.27,151.18,12365344.86
ORD-104802,05-04-2023,Katie Cox,Ryanstad,TN,West,Technology,Laptops,Laptop,3,2026.43,0,6079.29,0.29,1762.99,12371424.15
ORD-104803,15-06-2023,Thomas Williams,Hernandezton,CO,East,Office Supplies,Paper,Copy Paper Pack,1,12.24,0.05,11.63,0.07,0.81,12371435.78
ORD-104804,20-01-2023,Daniel Benitez,Bonnieport,IN,Central,Office Supplies,Paper,Copy Paper Pack,6,14.58,0.05,83.11,0.11,9.14,12371518.89
ORD-104805,25-09-2024,Andrea Rogers,Port Garyland,,East,Furniture,Tables,Dining Table,2,723.51,0,1447.02,0.1,144.7,12372965.91
ORD-104806,13-09-2024,Brittany Morris,Karimouth,DE,East,Furniture,Tables,Dining Table,10,727.11,0.05,6907.54,0.2,1381.51,12379873.45
ORD-104807,06-07-2024,Michael Harris,Lake Lindafurt,MA,South,Technology,Accessories,Wireless Mouse,9,42.92,0,386.28,0.22,84.98,12380259.73
ORD-104808,20-04-2023,Rebecca English,Maryborough,HI,Central,Office Supplies,Storage,Storage Box,8,16.62,0.1,119.66,0.12,14.36,12380379.39
ORD-104809,21-04-2023,Cameron Vargas,Velazquezton,WI,East,Furniture,Chairs,Office Chair,6,146.02,0.15,744.7,0.12,89.36,12381124.09
ORD-104810,26-02-2024,Carlos Hernandez,South Ravenshire,FL,Central,Furniture,Bookcases,Wooden Bookcase,7,459.43,0,3216.01,0.23,739.68,12384340.1
ORD-104811,08-04-2023,David Robinson,Mathewsstad,VT,Central,Furniture,Chairs,Office Chair,2,347.63,0.2,556.21,0.24,133.49,12384896.31
ORD-104812,24-05-2023,Eugene Scott,East Jamesside,,South,Office Supplies,Storage,Storage Box,5,41.45,0,207.25,0.09,18.65,12385103.56
ORD-104813,16-10-2023,Alejandro Branch DVM,Princeland,UT,Central,Office Supplies,Paper,Copy Paper Pack,7,8.99,0.1,56.64,0.1,5.66,12385160.2
ORD-104814,06-10-2023,Sherry Meyer,New Gregside,WV,South,Office Supplies,Paper,Copy Paper Pack,1,12.36,0,12.36,0.2,2.47,12385172.56
ORD-104815,27-08-2024,Jessica Snyder,East April,WY,Central,Office Supplies,Binders,Ring Binder,3,14.1,0.1,38.07,0.07,2.66,12385210.63
ORD-104816,19-10-2023,Tricia Burnett,Lesliehaven,OH,Central,Technology,Accessories,Wireless Mouse,4,15.4,0.1,55.44,0.17,9.42,12385266.07
ORD-104817,06-07-2024,Justin Page,New Gregoryhaven,NJ,South,Technology,Phones,Smartphone,8,766.31,0.05,5823.96,0.24,,12391090.03
ORD-104818,30-07-2023,Chloe Mcbride,Lake Stephanieland,KS,East,Office Supplies,Paper,Copy Paper Pack,6,10.59,0.05,60.36,0.14,8.45,12391150.39
ORD-104819,21-04-2024,David Campbell,West Nicolasview,AR,East,Office Supplies,Storage,Storage Box,1,44.02,0,44.02,0.11,,12391194.41
ORD-104820,15-08-2024,Paul Grant,Lake Gregory,RI,Central,Office Supplies,Paper,Copy Paper Pack,5,13.67,0.05,64.93,0.13,8.44,12391259.34
ORD-104821,21-12-2023,Margaret Lewis MD,Javierland,NE,West,Technology,Phones,Smartphone,4,1100.18,0,4400.72,0.27,1188.19,12395660.06
ORD-104822,14-09-2023,Melissa Lara,Chenbury,TX,Central,Office Supplies,Paper,Copy Paper Pack,9,6.06,0,54.54,0.11,6,12395714.6
ORD-104823,18-11-2023,Andrea Hull,West Marie,ME,Central,Furniture,Chairs,Office Chair,2,341.24,0.05,648.36,0.18,116.7,12396362.96
ORD-104824,03-04-2023,Ian Gomez,Morrishaven,WA,Central,Technology,Accessories,Wireless Mouse,10,37.05,0.05,351.98,0.23,80.96,12396714.94
ORD-104825,24-08-2023,Joseph Smith,Port David,NC,South,Technology,Laptops,Laptop,8,2063.67,0.05,15683.89,0.18,2823.1,12412398.83
ORD-104826,12-08-2023,Philip Howard,Jonathanfurt,,East,Furniture,Chairs,Office Chair,8,217.88,0,1743.04,0.17,296.32,12414141.87
ORD-104827,22-11-2023,Lisa Pace,Kimberlyfort,MS,South,Office Supplies,Paper,Copy Paper Pack,4,8.84,,33.59,0.16,5.37,12414175.46
ORD-104828,08-10-2024,Ashley Nunez,Port Aaron,AZ,Central,Technology,Phones,Smartphone,10,931.47,0.1,8383.23,0.28,2347.3,12422558.69
ORD-104829,06-07-2024,Benjamin Lucas,Port Daniel,,South,Office Supplies,Storage,Storage Box,7,35.95,0.1,226.49,0.15,33.97,12422785.18
ORD-104830,02-07-2023,William Bennett,Torrestown,,East,Furniture,Tables,Dining Table,10,542.56,0.05,5154.32,0.21,1082.41,12427939.5
ORD-104831,21-10-2023,Fernando Mcguire,Justinville,NY,West,Technology,Laptops,Laptop,4,1235.85,0.05,4696.23,0.18,845.32,12432635.73
ORD-104832,27-04-2024,Meredith Anderson,Baileymouth,KS,East,Furniture,Tables,Dining Table,2,658.66,0.1,1185.59,0.22,260.83,12433821.32
ORD-104833,29-09-2024,Alex Hughes,Thompsonhaven,OK,Central,Furniture,Chairs,Office Chair,3,180.28,0.05,513.8,0.15,77.07,12434335.12
ORD-104834,29-06-2024,Jeffrey Torres,North Tammyport,NM,South,Furniture,Chairs,Office Chair,10,337.89,0,3378.9,0.15,506.84,12437714.02
ORD-104835,24-07-2023,Shawn Moody,Whiteberg,CA,Central,Office Supplies,Paper,Copy Paper Pack,6,14.09,0.15,71.86,0.16,11.5,12437785.88
ORD-104836,27-04-2023,Malik Thompson,Port Derrick,,Central,Furniture,Tables,Dining Table,4,502.3,0,2009.2,0.15,301.38,12439795.08
ORD-104837,23-05-2023,Rachel Taylor,Reedburgh,NJ,West,Technology,Accessories,Wireless Mouse,8,67.06,0,536.48,0.25,134.12,12440331.56
ORD-104838,23-08-2024,Teresa Martin,Johnsonburgh,DC,Central,Office Supplies,Storage,Storage Box,7,49.96,0.1,314.75,0.15,47.21,12440646.31
ORD-104839,27-10-2024,Eugene Perez,North Stanleyshire,KY,South,Office Supplies,Storage,Storage Box,7,44.81,0.15,266.62,0.18,47.99,12440912.93
ORD-104840,13-12-2024,Jamie Alvarez,West Justin,HI,South,Furniture,Tables,Dining Table,2,545.9,0.1,982.62,0.1,,12441895.55
ORD-104841,31-03-2023,Gary Wang,New Hunterbury,DE,South,Technology,Accessories,Wireless Mouse,5,25.85,0.1,116.32,0.19,,12442011.87
ORD-104842,14-07-2024,Pamela Charles,Lewismouth,SC,South,Furniture,Chairs,Office Chair,7,232.76,0,1629.32,0.13,211.81,12443641.19
